"GEO_ID","NAME","P001001"
"id","Geographic Area Name","Total"
"1400000US06065043244","Census Tract 432.44, Riverside County, California","7220"
"1400000US06065043246","Census Tract 432.46, Riverside County, California","5906"
"1400000US06065043247","Census Tract 432.47, Riverside County, California","8838"
"1400000US06065043248","Census Tract 432.48, Riverside County, California","4214"
"1400000US06065043250","Census Tract 432.50, Riverside County, California","8339"
"1400000US06065043252","Census Tract 432.52, Riverside County, California","6574"
"1400000US06065043254","Census Tract 432.54, Riverside County, California","5011"
"1400000US06065043821","Census Tract 438.21, Riverside County, California","2707"
"1400000US06065043313","Census Tract 433.13, Riverside County, California","3504"
"1400000US06065043314","Census Tract 433.14, Riverside County, California","3631"
"1400000US06065043315","Census Tract 433.15, Riverside County, California","2073"
"1400000US06065043316","Census Tract 433.16, Riverside County, California","3713"
"1400000US06065043317","Census Tract 433.17, Riverside County, California","8526"
"1400000US06065043405","Census Tract 434.05, Riverside County, California","4217"
"1400000US06065043401","Census Tract 434.01, Riverside County, California","5791"
"1400000US06065043403","Census Tract 434.03, Riverside County, California","2847"
"1400000US06065043404","Census Tract 434.04, Riverside County, California","2544"
"1400000US06065043503","Census Tract 435.03, Riverside County, California","4112"
"1400000US06065043504","Census Tract 435.04, Riverside County, California","7743"
"1400000US06065043505","Census Tract 435.05, Riverside County, California","2911"
"1400000US06065043506","Census Tract 435.06, Riverside County, California","6386"
"1400000US06065043507","Census Tract 435.07, Riverside County, California","6700"
"1400000US06065043508","Census Tract 435.08, Riverside County, California","7014"
"1400000US06065043509","Census Tract 435.09, Riverside County, California","5117"
"1400000US06065043512","Census Tract 435.12, Riverside County, California","6580"
"1400000US06065043513","Census Tract 435.13, Riverside County, California","2456"
"1400000US06065043517","Census Tract 435.17, Riverside County, California","6815"
"1400000US06065043601","Census Tract 436.01, Riverside County, California","4505"
"1400000US06065043602","Census Tract 436.02, Riverside County, California","3953"
"1400000US06065043701","Census Tract 437.01, Riverside County, California","3512"
"1400000US06065043702","Census Tract 437.02, Riverside County, California","4235"
"1400000US06065043703","Census Tract 437.03, Riverside County, California","2585"
"1400000US06065043802","Census Tract 438.02, Riverside County, California","5116"
"1400000US06065043807","Census Tract 438.07, Riverside County, California","5743"
"1400000US06065043809","Census Tract 438.09, Riverside County, California","3015"
"1400000US06065043810","Census Tract 438.10, Riverside County, California","4933"
"1400000US06065043811","Census Tract 438.11, Riverside County, California","3877"
"1400000US06065043812","Census Tract 438.12, Riverside County, California","5409"
"1400000US06065043813","Census Tract 438.13, Riverside County, California","4340"
"1400000US06065046200","Census Tract 462, Riverside County, California","3341"
"1400000US06065046401","Census Tract 464.01, Riverside County, California","3768"
"1400000US06065046402","Census Tract 464.02, Riverside County, California","4684"
"1400000US06065046403","Census Tract 464.03, Riverside County, California","7156"
"1400000US06065046404","Census Tract 464.04, Riverside County, California","5590"
"1400000US06065046405","Census Tract 464.05, Riverside County, California","3974"
"1400000US06065046500","Census Tract 465, Riverside County, California","9277"
"1400000US06065046601","Census Tract 466.01, Riverside County, California","4888"
"1400000US06065046900","Census Tract 469, Riverside County, California","2043"
"1400000US06065046602","Census Tract 466.02, Riverside County, California","3712"
"1400000US06065046700","Census Tract 467, Riverside County, California","4442"
"1400000US06065046800","Census Tract 468, Riverside County, California","6365"
"1400000US06065047000","Census Tract 470, Riverside County, California","1749"
"1400000US06065047201","Census Tract 472.01, Riverside County, California","1958"
"1400000US06067003102","Census Tract 31.02, Sacramento County, California","2933"
"1400000US06067003203","Census Tract 32.03, Sacramento County, California","3200"
"1400000US06067003204","Census Tract 32.04, Sacramento County, California","5456"
"1400000US06067003400","Census Tract 34, Sacramento County, California","4085"
"1400000US06067003000","Census Tract 30, Sacramento County, California","6563"
"1400000US06067003202","Census Tract 32.02, Sacramento County, California","5052"
"1400000US06067003300","Census Tract 33, Sacramento County, California","4073"
"1400000US06067003501","Census Tract 35.01, Sacramento County, California","2629"
"1400000US06067003502","Census Tract 35.02, Sacramento County, California","2916"
"1400000US06067003600","Census Tract 36, Sacramento County, California","2826"
"1400000US06067003700","Census Tract 37, Sacramento County, California","4219"
"1400000US06067003800","Census Tract 38, Sacramento County, California","5083"
"1400000US06067003900","Census Tract 39, Sacramento County, California","3374"
"1400000US06067004001","Census Tract 40.01, Sacramento County, California","5755"
"1400000US06067004004","Census Tract 40.04, Sacramento County, California","6086"
"1400000US06067004005","Census Tract 40.05, Sacramento County, California","4185"
"1400000US06067004006","Census Tract 40.06, Sacramento County, California","4843"
"1400000US06067004008","Census Tract 40.08, Sacramento County, California","3596"
"1400000US06067004010","Census Tract 40.10, Sacramento County, California","5131"
"1400000US06067004011","Census Tract 40.11, Sacramento County, California","3086"
"1400000US06067004100","Census Tract 41, Sacramento County, California","5015"
"1400000US06067004201","Census Tract 42.01, Sacramento County, California","5290"
"1400000US06067004202","Census Tract 42.02, Sacramento County, California","5538"
"1400000US06067004203","Census Tract 42.03, Sacramento County, California","5112"
"1400000US06067004300","Census Tract 43, Sacramento County, California","9553"
"1400000US06067004401","Census Tract 44.01, Sacramento County, California","4122"
"1400000US06067004402","Census Tract 44.02, Sacramento County, California","4252"
"1400000US06067007602","Census Tract 76.02, Sacramento County, California","4619"
"1400000US06067007701","Census Tract 77.01, Sacramento County, California","6126"
"1400000US06067007702","Census Tract 77.02, Sacramento County, California","4306"
"1400000US06067007801","Census Tract 78.01, Sacramento County, California","5481"
"1400000US06067007802","Census Tract 78.02, Sacramento County, California","4808"
"1400000US06067007903","Census Tract 79.03, Sacramento County, California","4576"
"1400000US06067007904","Census Tract 79.04, Sacramento County, California","4797"
"1400000US06067007905","Census Tract 79.05, Sacramento County, California","4225"
"1400000US06067007906","Census Tract 79.06, Sacramento County, California","3525"
"1400000US06067008005","Census Tract 80.05, Sacramento County, California","4715"
"1400000US06067008006","Census Tract 80.06, Sacramento County, California","5718"
"1400000US06067008007","Census Tract 80.07, Sacramento County, California","3151"
"1400000US06067008008","Census Tract 80.08, Sacramento County, California","4610"
"1400000US06067008009","Census Tract 80.09, Sacramento County, California","4407"
"1400000US06067008113","Census Tract 81.13, Sacramento County, California","3752"
"1400000US06067008010","Census Tract 80.10, Sacramento County, California","4890"
"1400000US06067008119","Census Tract 81.19, Sacramento County, California","5668"
"1400000US06067008111","Census Tract 81.11, Sacramento County, California","6153"
"1400000US06067009112","Census Tract 91.12, Sacramento County, California","3630"
"1400000US06067009201","Census Tract 92.01, Sacramento County, California","2293"
"1400000US06067009307","Census Tract 93.07, Sacramento County, California","5241"
"1400000US06067009308","Census Tract 93.08, Sacramento County, California","6032"
"1400000US06067009309","Census Tract 93.09, Sacramento County, California","2282"
"1400000US06067009310","Census Tract 93.10, Sacramento County, California","7000"
"1400000US06067009311","Census Tract 93.11, Sacramento County, California","6407"
"1400000US06067009312","Census Tract 93.12, Sacramento County, California","6535"
"1400000US06067009314","Census Tract 93.14, Sacramento County, California","5922"
"1400000US06067009316","Census Tract 93.16, Sacramento County, California","4605"
"1400000US06067009317","Census Tract 93.17, Sacramento County, California","5700"
"1400000US06067009318","Census Tract 93.18, Sacramento County, California","2620"
"1400000US06067009319","Census Tract 93.19, Sacramento County, California","4864"
"1400000US06067009320","Census Tract 93.20, Sacramento County, California","4336"
"1400000US06067009321","Census Tract 93.21, Sacramento County, California","5573"
"1400000US06067009322","Census Tract 93.22, Sacramento County, California","13206"
"1400000US06067009323","Census Tract 93.23, Sacramento County, California","5321"
"1400000US06067009324","Census Tract 93.24, Sacramento County, California","2742"
"1400000US06071002110","Census Tract 21.10, San Bernardino County, California","7020"
"1400000US06071002204","Census Tract 22.04, San Bernardino County, California","6139"
"1400000US06071002206","Census Tract 22.06, San Bernardino County, California","6656"
"1400000US06071002207","Census Tract 22.07, San Bernardino County, California","4461"
"1400000US06071002301","Census Tract 23.01, San Bernardino County, California","9721"
"1400000US06071002304","Census Tract 23.04, San Bernardino County, California","18904"
"1400000US06071002305","Census Tract 23.05, San Bernardino County, California","10725"
"1400000US06071002402","Census Tract 24.02, San Bernardino County, California","8434"
"1400000US06071002306","Census Tract 23.06, San Bernardino County, California","4169"
"1400000US06071002307","Census Tract 23.07, San Bernardino County, California","5085"
"1400000US06071002401","Census Tract 24.01, San Bernardino County, California","8946"
"1400000US06071002501","Census Tract 25.01, San Bernardino County, California","5840"
"1400000US06071002502","Census Tract 25.02, San Bernardino County, California","8051"
"1400000US06071002601","Census Tract 26.01, San Bernardino County, California","10799"
"1400000US06071002602","Census Tract 26.02, San Bernardino County, California","7639"
"1400000US06071002604","Census Tract 26.04, San Bernardino County, California","5723"
"1400000US06071002606","Census Tract 26.06, San Bernardino County, California","7089"
"1400000US06071002607","Census Tract 26.07, San Bernardino County, California","7826"
"1400000US06071002703","Census Tract 27.03, San Bernardino County, California","5780"
"1400000US06071002704","Census Tract 27.04, San Bernardino County, California","10787"
"1400000US06071002705","Census Tract 27.05, San Bernardino County, California","5513"
"1400000US06071002706","Census Tract 27.06, San Bernardino County, California","6654"
"1400000US06071002801","Census Tract 28.01, San Bernardino County, California","5508"
"1400000US06071002803","Census Tract 28.03, San Bernardino County, California","3982"
"1400000US06071002804","Census Tract 28.04, San Bernardino County, California","5417"
"1400000US06071002901","Census Tract 29.01, San Bernardino County, California","4446"
"1400000US06073016617","Census Tract 166.17, San Diego County, California","3102"
"1400000US06073016804","Census Tract 168.04, San Diego County, California","7292"
"1400000US06073016701","Census Tract 167.01, San Diego County, California","8666"
"1400000US06073016702","Census Tract 167.02, San Diego County, California","6944"
"1400000US06073016802","Census Tract 168.02, San Diego County, California","6942"
"1400000US06073016806","Census Tract 168.06, San Diego County, California","4081"
"1400000US06073016807","Census Tract 168.07, San Diego County, California","7135"
"1400000US06073016809","Census Tract 168.09, San Diego County, California","5486"
"1400000US06073016810","Census Tract 168.10, San Diego County, California","2792"
"1400000US06073016811","Census Tract 168.11, San Diego County, California","4374"
"1400000US06073016901","Census Tract 169.01, San Diego County, California","6909"
"1400000US06073017010","Census Tract 170.10, San Diego County, California","3152"
"1400000US06073017014","Census Tract 170.14, San Diego County, California","2416"
"1400000US06073017015","Census Tract 170.15, San Diego County, California","7295"
"1400000US06073017018","Census Tract 170.18, San Diego County, California","3834"
"1400000US06073017019","Census Tract 170.19, San Diego County, California","5883"
"1400000US06073017020","Census Tract 170.20, San Diego County, California","3694"
"1400000US06073017030","Census Tract 170.30, San Diego County, California","17064"
"1400000US06073017021","Census Tract 170.21, San Diego County, California","3177"
"1400000US06073017022","Census Tract 170.22, San Diego County, California","5316"
"1400000US06073017029","Census Tract 170.29, San Diego County, California","8823"
"1400000US06073017031","Census Tract 170.31, San Diego County, California","3853"
"1400000US06073017032","Census Tract 170.32, San Diego County, California","13593"
"1400000US06073017033","Census Tract 170.33, San Diego County, California","4694"
"1400000US06073017034","Census Tract 170.34, San Diego County, California","4747"
"1400000US06073017035","Census Tract 170.35, San Diego County, California","2354"
"1400000US06073017036","Census Tract 170.36, San Diego County, California","3276"
"1400000US06073017037","Census Tract 170.37, San Diego County, California","5880"
"1400000US06073017039","Census Tract 170.39, San Diego County, California","6921"
"1400000US06073017040","Census Tract 170.40, San Diego County, California","4363"
"1400000US06073017041","Census Tract 170.41, San Diego County, California","6147"
"1400000US06073017042","Census Tract 170.42, San Diego County, California","7869"
"1400000US06073017043","Census Tract 170.43, San Diego County, California","5535"
"1400000US06073017044","Census Tract 170.44, San Diego County, California","5570"
"1400000US06073017045","Census Tract 170.45, San Diego County, California","2790"
"1400000US06073017046","Census Tract 170.46, San Diego County, California","3678"
"1400000US06073017050","Census Tract 170.50, San Diego County, California","3068"
"1400000US06073017047","Census Tract 170.47, San Diego County, California","4021"
"1400000US06073017048","Census Tract 170.48, San Diego County, California","6123"
"1400000US06073017049","Census Tract 170.49, San Diego County, California","2919"
"1400000US06073017051","Census Tract 170.51, San Diego County, California","4301"
"1400000US06073017052","Census Tract 170.52, San Diego County, California","4796"
"1400000US06073017053","Census Tract 170.53, San Diego County, California","3364"
"1400000US06073017054","Census Tract 170.54, San Diego County, California","5810"
"1400000US06073017055","Census Tract 170.55, San Diego County, California","5483"
"1400000US06077003205","Census Tract 32.05, San Joaquin County, California","3537"
"1400000US06077003208","Census Tract 32.08, San Joaquin County, California","12534"
"1400000US06077003209","Census Tract 32.09, San Joaquin County, California","3540"
"1400000US06077003210","Census Tract 32.10, San Joaquin County, California","2800"
"1400000US06077003213","Census Tract 32.13, San Joaquin County, California","4571"
"1400000US06077003214","Census Tract 32.14, San Joaquin County, California","3054"
"1400000US06077003215","Census Tract 32.15, San Joaquin County, California","3855"
"1400000US06077003216","Census Tract 32.16, San Joaquin County, California","2725"
"1400000US06077003217","Census Tract 32.17, San Joaquin County, California","3201"
"1400000US06077003307","Census Tract 33.07, San Joaquin County, California","4559"
"1400000US06077003305","Census Tract 33.05, San Joaquin County, California","3704"
"1400000US06077003306","Census Tract 33.06, San Joaquin County, California","4229"
"1400000US06077003308","Census Tract 33.08, San Joaquin County, California","1590"
"1400000US06077003310","Census Tract 33.10, San Joaquin County, California","4191"
"1400000US06077003311","Census Tract 33.11, San Joaquin County, California","3303"
"1400000US06077003312","Census Tract 33.12, San Joaquin County, California","3220"
"1400000US06077003313","Census Tract 33.13, San Joaquin County, California","2926"
"1400000US06077003403","Census Tract 34.03, San Joaquin County, California","4586"
"1400000US06077003404","Census Tract 34.04, San Joaquin County, California","5842"
"1400000US06077003405","Census Tract 34.05, San Joaquin County, California","4214"
"1400000US06077003406","Census Tract 34.06, San Joaquin County, California","3700"
"1400000US06077003407","Census Tract 34.07, San Joaquin County, California","2914"
"1400000US06077003409","Census Tract 34.09, San Joaquin County, California","4450"
"1400000US06077003410","Census Tract 34.10, San Joaquin County, California","5778"
"1400000US06077003500","Census Tract 35, San Joaquin County, California","20177"
"1400000US06077003601","Census Tract 36.01, San Joaquin County, California","3453"
"1400000US06077003602","Census Tract 36.02, San Joaquin County, California","3272"
"1400000US06085501300","Census Tract 5013, Santa Clara County, California","4153"
"1400000US06085501401","Census Tract 5014.01, Santa Clara County, California","3295"
"1400000US06085501402","Census Tract 5014.02, Santa Clara County, California","2947"
"1400000US06085501501","Census Tract 5015.01, Santa Clara County, California","4278"
"1400000US06085501502","Census Tract 5015.02, Santa Clara County, California","4549"
"1400000US06085501600","Census Tract 5016, Santa Clara County, California","6854"
"1400000US06085501700","Census Tract 5017, Santa Clara County, California","4916"
"1400000US06085501800","Census Tract 5018, Santa Clara County, California","5085"
"1400000US06085502102","Census Tract 5021.02, Santa Clara County, California","7469"
"1400000US06085502001","Census Tract 5020.01, Santa Clara County, California","5022"
"1400000US06085502002","Census Tract 5020.02, Santa Clara County, California","4887"
"1400000US06085502101","Census Tract 5021.01, Santa Clara County, California","4798"
"1400000US06085502201","Census Tract 5022.01, Santa Clara County, California","6260"
"1400000US06085502202","Census Tract 5022.02, Santa Clara County, California","2870"
"1400000US06085502301","Census Tract 5023.01, Santa Clara County, California","3245"
"1400000US06085502302","Census Tract 5023.02, Santa Clara County, California","2826"
"1400000US06085502400","Census Tract 5024, Santa Clara County, California","6813"
"1400000US06095252909","Census Tract 2529.09, Solano County, California","3235"
"1400000US06095252910","Census Tract 2529.10, Solano County, California","5617"
"1400000US06095252911","Census Tract 2529.11, Solano County, California","4912"
"1400000US06095252912","Census Tract 2529.12, Solano County, California","5625"
"1400000US06095252913","Census Tract 2529.13, Solano County, California","4910"
"1400000US06095252914","Census Tract 2529.14, Solano County, California","5266"
"1400000US06095252915","Census Tract 2529.15, Solano County, California","3506"
"1400000US06095253000","Census Tract 2530, Solano County, California","7810"
"1400000US06095253101","Census Tract 2531.01, Solano County, California","4974"
"1400000US06095253105","Census Tract 2531.05, Solano County, California","5958"
"1400000US06095253106","Census Tract 2531.06, Solano County, California","3296"
"1400000US06095253107","Census Tract 2531.07, Solano County, California","6016"
"1400000US06095253108","Census Tract 2531.08, Solano County, California","4088"
"1400000US06095253205","Census Tract 2532.05, Solano County, California","3022"
"1400000US06095253201","Census Tract 2532.01, Solano County, California","4713"
"1400000US06095253203","Census Tract 2532.03, Solano County, California","4147"
"1400000US06095253204","Census Tract 2532.04, Solano County, California","7098"
"1400000US06095253206","Census Tract 2532.06, Solano County, California","3102"
"1400000US06095253300","Census Tract 2533, Solano County, California","2743"
"1400000US06095253402","Census Tract 2534.02, Solano County, California","6940"
"1400000US06095253403","Census Tract 2534.03, Solano County, California","4959"
"1400000US06095253404","Census Tract 2534.04, Solano County, California","6611"
"1400000US06095253500","Census Tract 2535, Solano County, California","8423"
"1400000US06095980000","Census Tract 9800, Solano County, California","16"
"1400000US06097150100","Census Tract 1501, Sonoma County, California","2322"
"1400000US06097150202","Census Tract 1502.02, Sonoma County, California","5103"
"1400000US06097150203","Census Tract 1502.03, Sonoma County, California","4505"
"1400000US06097150204","Census Tract 1502.04, Sonoma County, California","3678"
"1400000US06097150303","Census Tract 1503.03, Sonoma County, California","4170"
"1400000US06097150304","Census Tract 1503.04, Sonoma County, California","6158"
"1400000US06097150306","Census Tract 1503.06, Sonoma County, California","4107"
"1400000US06097150500","Census Tract 1505, Sonoma County, California","5283"
"1400000US06097150305","Census Tract 1503.05, Sonoma County, California","5282"
"1400000US06097150601","Census Tract 1506.01, Sonoma County, California","4089"
"1400000US06097150609","Census Tract 1506.09, Sonoma County, California","4465"
"1400000US06097150603","Census Tract 1506.03, Sonoma County, California","7249"
"1400000US06097150602","Census Tract 1506.02, Sonoma County, California","4307"
"1400000US06097150607","Census Tract 1506.07, Sonoma County, California","5369"
"1400000US06097150610","Census Tract 1506.10, Sonoma County, California","4004"
"1400000US06097150611","Census Tract 1506.11, Sonoma County, California","4067"
"1400000US06097150612","Census Tract 1506.12, Sonoma County, California","4325"
"1400000US06097150701","Census Tract 1507.01, Sonoma County, California","4609"
"1400000US06097150702","Census Tract 1507.02, Sonoma County, California","4552"
"1400000US06097150800","Census Tract 1508, Sonoma County, California","4994"
"1400000US06097150901","Census Tract 1509.01, Sonoma County, California","4904"
"1400000US06065043814","Census Tract 438.14, Riverside County, California","905"
"1400000US06065043818","Census Tract 438.18, Riverside County, California","3832"
"1400000US06065043820","Census Tract 438.20, Riverside County, California","3895"
"1400000US06065043822","Census Tract 438.22, Riverside County, California","2689"
"1400000US06065043823","Census Tract 438.23, Riverside County, California","7023"
"1400000US06065043900","Census Tract 439, Riverside County, California","6405"
"1400000US06065044103","Census Tract 441.03, Riverside County, California","5669"
"1400000US06065044000","Census Tract 440, Riverside County, California","2109"
"1400000US06065044101","Census Tract 441.01, Riverside County, California","2973"
"1400000US06065044102","Census Tract 441.02, Riverside County, California","2841"
"1400000US06065044104","Census Tract 441.04, Riverside County, California","2647"
"1400000US06065044200","Census Tract 442, Riverside County, California","5701"
"1400000US06065044300","Census Tract 443, Riverside County, California","4774"
"1400000US06065044405","Census Tract 444.05, Riverside County, California","2366"
"1400000US06065044402","Census Tract 444.02, Riverside County, California","6218"
"1400000US06065044403","Census Tract 444.03, Riverside County, California","4402"
"1400000US06065044505","Census Tract 445.05, Riverside County, California","6479"
"1400000US06065044507","Census Tract 445.07, Riverside County, California","6565"
"1400000US06065044509","Census Tract 445.09, Riverside County, California","3939"
"1400000US06065044510","Census Tract 445.10, Riverside County, California","5808"
"1400000US06065044515","Census Tract 445.15, Riverside County, California","3618"
"1400000US06065044516","Census Tract 445.16, Riverside County, California","6606"
"1400000US06065044517","Census Tract 445.17, Riverside County, California","2377"
"1400000US06065044518","Census Tract 445.18, Riverside County, California","5232"
"1400000US06065044520","Census Tract 445.20, Riverside County, California","1704"
"1400000US06065044521","Census Tract 445.21, Riverside County, California","1196"
"1400000US06065044602","Census Tract 446.02, Riverside County, California","2907"
"1400000US06065044604","Census Tract 446.04, Riverside County, California","4320"
"1400000US06065044605","Census Tract 446.05, Riverside County, California","4803"
"1400000US06065044606","Census Tract 446.06, Riverside County, California","2852"
"1400000US06065044701","Census Tract 447.01, Riverside County, California","3555"
"1400000US06065044702","Census Tract 447.02, Riverside County, California","2295"
"1400000US06065044807","Census Tract 448.07, Riverside County, California","1281"
"1400000US06065044404","Census Tract 444.04, Riverside County, California","1860"
"1400000US06065044522","Census Tract 445.22, Riverside County, California","4876"
"1400000US06065044804","Census Tract 448.04, Riverside County, California","2850"
"1400000US06065044805","Census Tract 448.05, Riverside County, California","1701"
"1400000US06065044806","Census Tract 448.06, Riverside County, California","1982"
"1400000US06065044904","Census Tract 449.04, Riverside County, California","4543"
"1400000US06065044907","Census Tract 449.07, Riverside County, California","4989"
"1400000US06065044911","Census Tract 449.11, Riverside County, California","4617"
"1400000US06065044915","Census Tract 449.15, Riverside County, California","6489"
"1400000US06065044916","Census Tract 449.16, Riverside County, California","4650"
"1400000US06065044917","Census Tract 449.17, Riverside County, California","3911"
"1400000US06065044918","Census Tract 449.18, Riverside County, California","3030"
"1400000US06065047202","Census Tract 472.02, Riverside County, California","1929"
"1400000US06065047900","Census Tract 479, Riverside County, California","11611"
"1400000US06065048100","Census Tract 481, Riverside County, California","6404"
"1400000US06065048200","Census Tract 482, Riverside County, California","4301"
"1400000US06065048300","Census Tract 483, Riverside County, California","6649"
"1400000US06065048700","Census Tract 487, Riverside County, California","4489"
"1400000US06065048800","Census Tract 488, Riverside County, California","4512"
"1400000US06065048901","Census Tract 489.01, Riverside County, California","3805"
"1400000US06065048902","Census Tract 489.02, Riverside County, California","5957"
"1400000US06065049000","Census Tract 490, Riverside County, California","8249"
"1400000US06065049100","Census Tract 491, Riverside County, California","5264"
"1400000US06065049400","Census Tract 494, Riverside County, California","2978"
"1400000US06065049500","Census Tract 495, Riverside County, California","8421"
"1400000US06065049600","Census Tract 496, Riverside County, California","7176"
"1400000US06065049700","Census Tract 497, Riverside County, California","9511"
"1400000US06065049800","Census Tract 498, Riverside County, California","3771"
"1400000US06065050300","Census Tract 503, Riverside County, California","11161"
"1400000US06065050400","Census Tract 504, Riverside County, California","10378"
"1400000US06065050500","Census Tract 505, Riverside County, California","13261"
"1400000US06065051100","Census Tract 511, Riverside County, California","6188"
"1400000US06065050600","Census Tract 506, Riverside County, California","6850"
"1400000US06065050700","Census Tract 507, Riverside County, California","9969"
"1400000US06065050900","Census Tract 509, Riverside County, California","4340"
"1400000US06065051200","Census Tract 512, Riverside County, California","3403"
"1400000US06065051300","Census Tract 513, Riverside County, California","8371"
"1400000US06065051400","Census Tract 514, Riverside County, California","6956"
"1400000US06065940100","Census Tract 9401, Riverside County, California","166"
"1400000US06065940400","Census Tract 9404, Riverside County, California","6504"
"1400000US06065940500","Census Tract 9405, Riverside County, California","2208"
"1400000US06065940600","Census Tract 9406, Riverside County, California","3026"
"1400000US06065940700","Census Tract 9407, Riverside County, California","2613"
"1400000US06065940800","Census Tract 9408, Riverside County, California","2613"
"1400000US06065940900","Census Tract 9409, Riverside County, California","1916"
"1400000US06065941000","Census Tract 9410, Riverside County, California","3812"
"1400000US06065941100","Census Tract 9411, Riverside County, California","2051"
"1400000US06065941200","Census Tract 9412, Riverside County, California","2205"
"1400000US06065941300","Census Tract 9413, Riverside County, California","3300"
"1400000US06065941400","Census Tract 9414, Riverside County, California","3179"
"1400000US06065941500","Census Tract 9415, Riverside County, California","4291"
"1400000US06065980004","Census Tract 9800.04, Riverside County, California","9"
"1400000US06065981000","Census Tract 9810, Riverside County, California","7634"
"1400000US06067006702","Census Tract 67.02, Sacramento County, California","7560"
"1400000US06067006800","Census Tract 68, Sacramento County, California","7455"
"1400000US06067006900","Census Tract 69, Sacramento County, California","4763"
"1400000US06067007001","Census Tract 70.01, Sacramento County, California","3842"
"1400000US06067007004","Census Tract 70.04, Sacramento County, California","7533"
"1400000US06067008117","Census Tract 81.17, Sacramento County, California","2084"
"1400000US06067008120","Census Tract 81.20, Sacramento County, California","4873"
"1400000US06067008122","Census Tract 81.22, Sacramento County, California","3384"
"1400000US06067008124","Census Tract 81.24, Sacramento County, California","4478"
"1400000US06067008125","Census Tract 81.25, Sacramento County, California","5265"
"1400000US06067008127","Census Tract 81.27, Sacramento County, California","4792"
"1400000US06067008128","Census Tract 81.28, Sacramento County, California","2462"
"1400000US06067008129","Census Tract 81.29, Sacramento County, California","3358"
"1400000US06067008130","Census Tract 81.30, Sacramento County, California","3761"
"1400000US06067008131","Census Tract 81.31, Sacramento County, California","4922"
"1400000US06067008132","Census Tract 81.32, Sacramento County, California","3710"
"1400000US06067008133","Census Tract 81.33, Sacramento County, California","2652"
"1400000US06067008134","Census Tract 81.34, Sacramento County, California","4647"
"1400000US06067008135","Census Tract 81.35, Sacramento County, California","4000"
"1400000US06067008136","Census Tract 81.36, Sacramento County, California","2339"
"1400000US06067008140","Census Tract 81.40, Sacramento County, California","2894"
"1400000US06067008137","Census Tract 81.37, Sacramento County, California","2432"
"1400000US06067008138","Census Tract 81.38, Sacramento County, California","3568"
"1400000US06067008139","Census Tract 81.39, Sacramento County, California","3360"
"1400000US06067008141","Census Tract 81.41, Sacramento County, California","6799"
"1400000US06067008142","Census Tract 81.42, Sacramento County, California","3353"
"1400000US06067008143","Census Tract 81.43, Sacramento County, California","4248"
"1400000US06067008144","Census Tract 81.44, Sacramento County, California","2541"
"1400000US06067008145","Census Tract 81.45, Sacramento County, California","7345"
"1400000US06067008203","Census Tract 82.03, Sacramento County, California","4760"
"1400000US06067008204","Census Tract 82.04, Sacramento County, California","4495"
"1400000US06067008206","Census Tract 82.06, Sacramento County, California","5638"
"1400000US06067008207","Census Tract 82.07, Sacramento County, California","4212"
"1400000US06067008208","Census Tract 82.08, Sacramento County, California","4598"
"1400000US06067008209","Census Tract 82.09, Sacramento County, California","4085"
"1400000US06067008210","Census Tract 82.10, Sacramento County, California","5472"
"1400000US06067008211","Census Tract 82.11, Sacramento County, California","2871"
"1400000US06067008402","Census Tract 84.02, Sacramento County, California","5505"
"1400000US06067008403","Census Tract 84.03, Sacramento County, California","5246"
"1400000US06071001309","Census Tract 13.09, San Bernardino County, California","4793"
"1400000US06071001310","Census Tract 13.10, San Bernardino County, California","5814"
"1400000US06071001311","Census Tract 13.11, San Bernardino County, California","3236"
"1400000US06071001312","Census Tract 13.12, San Bernardino County, California","4645"
"1400000US06071001400","Census Tract 14, San Bernardino County, California","2923"
"1400000US06071001501","Census Tract 15.01, San Bernardino County, California","4052"
"1400000US06071001503","Census Tract 15.03, San Bernardino County, California","4195"
"1400000US06071001504","Census Tract 15.04, San Bernardino County, California","5676"
"1400000US06071001600","Census Tract 16, San Bernardino County, California","6133"
"1400000US06071001702","Census Tract 17.02, San Bernardino County, California","4827"
"1400000US06071001703","Census Tract 17.03, San Bernardino County, California","5979"
"1400000US06071002902","Census Tract 29.02, San Bernardino County, California","6584"
"1400000US06071003000","Census Tract 30, San Bernardino County, California","3120"
"1400000US06071003301","Census Tract 33.01, San Bernardino County, California","4841"
"1400000US06071003101","Census Tract 31.01, San Bernardino County, California","5040"
"1400000US06071003102","Census Tract 31.02, San Bernardino County, California","5466"
"1400000US06071003200","Census Tract 32, San Bernardino County, California","8005"
"1400000US06071003302","Census Tract 33.02, San Bernardino County, California","6037"
"1400000US06071003401","Census Tract 34.01, San Bernardino County, California","7502"
"1400000US06071003403","Census Tract 34.03, San Bernardino County, California","4524"
"1400000US06071003404","Census Tract 34.04, San Bernardino County, California","4946"
"1400000US06071003405","Census Tract 34.05, San Bernardino County, California","5109"
"1400000US06071003503","Census Tract 35.03, San Bernardino County, California","5489"
"1400000US06071003505","Census Tract 35.05, San Bernardino County, California","5969"
"1400000US06071003506","Census Tract 35.06, San Bernardino County, California","4802"
"1400000US06071003507","Census Tract 35.07, San Bernardino County, California","4887"
"1400000US06071003509","Census Tract 35.09, San Bernardino County, California","4827"
"1400000US06071003510","Census Tract 35.10, San Bernardino County, California","4512"
