"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C02_001E","S1902_C02_001M","S1902_C03_001E","S1902_C03_001M","S1902_C01_002E","S1902_C01_002M","S1902_C02_002E","S1902_C02_002M","S1902_C03_002E","S1902_C03_002M","S1902_C01_003E","S1902_C01_003M","S1902_C02_003E","S1902_C02_003M","S1902_C03_003E","S1902_C03_003M","S1902_C01_004E","S1902_C01_004M","S1902_C02_004E","S1902_C02_004M","S1902_C03_004E","S1902_C03_004M","S1902_C01_005E","S1902_C01_005M","S1902_C02_005E","S1902_C02_005M","S1902_C03_005E","S1902_C03_005M","S1902_C01_006E","S1902_C01_006M","S1902_C02_006E","S1902_C02_006M","S1902_C03_006E","S1902_C03_006M","S1902_C01_007E","S1902_C01_007M","S1902_C02_007E","S1902_C02_007M","S1902_C03_007E","S1902_C03_007M","S1902_C01_008E","S1902_C01_008M","S1902_C02_008E","S1902_C02_008M","S1902_C03_008E","S1902_C03_008M","S1902_C01_009E","S1902_C01_009M","S1902_C02_009E","S1902_C02_009M","S1902_C03_009E","S1902_C03_009M","S1902_C01_010E","S1902_C01_010M","S1902_C02_010E","S1902_C02_010M","S1902_C03_010E","S1902_C03_010M","S1902_C01_011E","S1902_C01_011M","S1902_C02_011E","S1902_C02_011M","S1902_C03_011E","S1902_C03_011M","S1902_C01_012E","S1902_C01_012M","S1902_C02_012E","S1902_C02_012M","S1902_C03_012E","S1902_C03_012M","S1902_C01_013E","S1902_C01_013M","S1902_C02_013E","S1902_C02_013M","S1902_C03_013E","S1902_C03_013M","S1902_C01_014E","S1902_C01_014M","S1902_C02_014E","S1902_C02_014M","S1902_C03_014E","S1902_C03_014M","S1902_C01_015E","S1902_C01_015M","S1902_C02_015E","S1902_C02_015M","S1902_C03_015E","S1902_C03_015M","S1902_C01_016E","S1902_C01_016M","S1902_C02_016E","S1902_C02_016M","S1902_C03_016E","S1902_C03_016M","S1902_C01_017E","S1902_C01_017M","S1902_C02_017E","S1902_C02_017M","S1902_C03_017E","S1902_C03_017M","S1902_C01_018E","S1902_C01_018M","S1902_C02_018E","S1902_C02_018M","S1902_C03_018E","S1902_C03_018M","S1902_C01_019E","S1902_C01_019M","S1902_C02_019E","S1902_C02_019M","S1902_C03_019E","S1902_C03_019M","S1902_C01_020E","S1902_C01_020M","S1902_C02_020E","S1902_C02_020M","S1902_C03_020E","S1902_C03_020M","S1902_C01_021E","S1902_C01_021M","S1902_C02_021E","S1902_C02_021M","S1902_C03_021E","S1902_C03_021M","S1902_C01_022E","S1902_C01_022M","S1902_C02_022E","S1902_C02_022M","S1902_C03_022E","S1902_C03_022M","S1902_C01_023E","S1902_C01_023M","S1902_C02_023E","S1902_C02_023M","S1902_C03_023E","S1902_C03_023M","S1902_C01_024E","S1902_C01_024M","S1902_C02_024E","S1902_C02_024M","S1902_C03_024E","S1902_C03_024M","S1902_C01_025E","S1902_C01_025M","S1902_C02_025E","S1902_C02_025M","S1902_C03_025E","S1902_C03_025M","S1902_C01_026E","S1902_C01_026M","S1902_C02_026E","S1902_C02_026M","S1902_C03_026E","S1902_C03_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_027E","S1902_C02_027M","S1902_C03_027E","S1902_C03_027M","S1902_C01_028E","S1902_C01_028M","S1902_C02_028E","S1902_C02_028M","S1902_C03_028E","S1902_C03_028M"
"id","Geographic Area Name","Estimate!!Number!!HOUSEHOLD INCOME!!All households","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With earnings","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With earnings","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With earnings","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With Social Security income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Social Security income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With Social Security income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Social Security income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With Social Security income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI)","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With retirement income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With retirement income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With retirement income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With retirement income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With retirement income","Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income","Margin of Error!!Number MOE!!HOUSEHOLD INCOME!!All households!!With other types of income","Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With other types of income","Margin of Error!!Percent Distribution MOE!!HOUSEHOLD INCOME!!All households!!With other types of income","Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With other types of income","Margin of Error!!Mean income (dollars) MOE!!HOUSEHOLD INCOME!!All households!!With other types of income","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Number MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Percent Distribution MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Mean income (dollars) MOE!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race)","Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Number MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Percent Distribution MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Mean income (dollars) MOE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino"
"0500000US04001","Apache County, Arizona","20395","382","20395","382","44356","1566","11801","345","57.9","1.4","53810","2175","11372","366","55.8","1.5","53682","2159","987","158","4.8","0.8","24863","4582","1266","214","6.2","1.1","9939","2591","7303","295","35.8","1.3","16645","569","2671","196","13.1","0.9","9100","443","5443","287","26.7","1.2","(X)","(X)","1104","116","5.4","0.6","4094","401","3672","291","18.0","1.5","22012","1899","2357","257","11.6","1.2","10957","1442","13759","407","13759","407","52381","2020","4512","271","32.8","1.8","23966","1788","5461","343","39.7","2.2","51563","2616","1893","205","13.8","1.4","89459","6171","1220","193","8.9","1.4","68697","4159","380","95","2.8","0.7","128119","33374","293","76","2.1","0.6","99485","11751","71522","*****","71522","*****","14499","495","16362","326","22.9","0.5","24911","1850","513","132","0.7","0.2","14996","7989","52708","293","73.7","0.4","11007","330","286","78","0.4","0.1","24426","16744","18","17","0.0","0.1","26139","22863","497","176","0.7","0.2","29685","12696","1138","362","1.6","0.5","17005","5264","4445","*****","6.2","*****","12205","3936","13102","9","18.3","0.1","28481","1903"
"0500000US04003","Cochise County, Arizona","49250","846","49250","846","62072","1779","32893","956","66.8","1.2","60085","2028","31553","958","64.1","1.3","59333","1864","4212","392","8.6","0.8","24750","6231","9280","515","18.8","1.0","16351","3690","21416","581","43.5","1.2","18004","458","2649","334","5.4","0.7","9173","640","8375","624","17.0","1.2","(X)","(X)","1780","282","3.6","0.6","1957","400","14842","558","30.1","1.2","26477","1113","9586","616","19.5","1.2","12794","1293","32319","824","32319","824","71571","2311","7666","383","23.7","1.2","53213","3273","12632","725","39.1","1.8","61723","3798","7697","459","23.8","1.3","96988","4143","2228","272","6.9","0.9","64184","6539","1585","248","4.9","0.8","120735","10299","511","165","1.6","0.5","87294","27789","126279","*****","126279","*****","25436","644","107243","1094","84.9","0.9","25955","730","4734","343","3.7","0.3","31467","4231","1642","200","1.3","0.2","25513","6245","2362","213","1.9","0.2","26656","4946","464","84","0.4","0.1","19432","9963","4096","761","3.2","0.6","18532","3040","5738","613","4.5","0.5","15649","2514","44598","*****","35.3","*****","16266","831","69712","214","55.2","0.2","31230","1005"
"0500000US04005","Coconino County, Arizona","47276","885","47276","885","75304","2160","38640","933","81.7","1.1","71714","2133","37179","964","78.6","1.1","71048","2151","5096","465","10.8","1.0","25415","3231","9643","647","20.4","1.4","25649","3937","12158","450","25.7","0.9","19069","584","1893","188","4.0","0.4","9053","624","5788","472","12.2","1.0","(X)","(X)","671","157","1.4","0.3","3391","955","8483","406","17.9","0.9","27758","1793","4812","422","10.2","0.9","11430","1214","29278","780","29278","780","89934","3451","4144","315","14.2","1.1","58277","6391","9110","637","31.1","1.9","69220","7511","9749","670","33.3","2.0","120241","7201","3062","351","10.5","1.2","69630","5117","2038","300","7.0","1.0","132584","9415","1175","254","4.0","0.9","89658","10313","140217","*****","140217","*****","26387","706","89502","778","63.8","0.6","32437","1087","1869","262","1.3","0.2","13502","2126","37388","520","26.7","0.4","14730","584","2908","277","2.1","0.2","19576","4414","176","62","0.1","0.1","18172","8378","3866","659","2.8","0.5","23476","3938","4508","682","3.2","0.5","15516","3844","19666","*****","14.0","*****","20080","2012","75820","254","54.1","0.2","34597","1255"
"0500000US04007","Gila County, Arizona","21708","490","21708","490","55246","2312","12573","528","57.9","1.9","58162","3389","11887","540","54.8","2.0","58199","3525","1425","225","6.6","1.0","27691","5999","4031","404","18.6","1.8","11318","2306","11593","400","53.4","1.7","20053","601","1277","213","5.9","1.0","10278","985","3781","379","17.4","1.6","(X)","(X)","268","93","1.2","0.4","2316","1055","5804","357","26.7","1.7","21505","2187","3594","330","16.6","1.5","14290","2004","13715","578","13715","578","64513","3346","4332","370","31.6","2.3","44260","2583","4967","503","36.2","3.3","58419","5991","2520","391","18.4","2.6","95933","10061","1110","183","8.1","1.4","69415","11977","494","126","3.6","0.9","105307","10992","292","118","2.1","0.9","109868","28969","53400","*****","53400","*****","22939","984","41095","535","77.0","1.0","26135","1190","317","93","0.6","0.2","10070","6201","8562","236","16.0","0.4","11688","1226","486","52","0.9","0.1","13346","4499","20","28","0.0","0.1","N","N","1133","498","2.1","0.9","14656","3777","1787","356","3.3","0.7","13554","4544","9992","*****","18.7","*****","18306","1448","33335","90","62.4","0.2","27587","1323"
